user_id,skill_name,correct,order_id
53167,Ordering Real Numbers,0,32529723
53167,Square Root,0,32529723
53167,Ordering Integers,0,32529765
53167,Ordering Real Numbers,0,32529765
53167,Square Root,0,32529765
53167,Ordering Integers,0,32529795
53167,Ordering Real Numbers,0,32529795
53167,Square Root,0,32529795
53167,Ordering Integers,0,32529828
53167,Ordering Real Numbers,0,32529828
53167,Square Root,0,32529828
53167,Ordering Integers,1,32529901
53167,Ordering Real Numbers,1,32529901
53167,Square Root,1,32529901
53167,Ordering Integers,1,32529911
53167,Ordering Real Numbers,1,32529911
53167,Square Root,1,32529911
53167,Order of Operations All,1,32529945
53167,"Order of Operations +,-,/,* () positive reals",0,32529969
53167,"Order of Operations +,-,/,* () positive reals",0,32530003
53167,"Order of Operations +,-,/,* () positive reals",0,32530130
53167,"Order of Operations +,-,/,* () positive reals",1,32530142
53167,"Order of Operations +,-,/,* () positive reals",1,32530150
53167,"Order of Operations +,-,/,* () positive reals",1,32530189
53167,Order of Operations All,0,32530210
53167,Order of Operations All,0,32530266
53167,Order of Operations All,0,32530316
53167,Order of Operations All,1,32530374
53167,Order of Operations All,1,32530405
53167,Percent Of,1,32530482
53167,Prime Number,1,32618805
53167,Rounding,1,32618851
53167,Addition and Subtraction Integers,1,32618888
53167,Congruence,1,32618915
53167,Exponents,1,32618963
53167,Nets of 3D Figures,1,32619014
53167,Square Root,1,32619040
53167,Square Root,1,32619100
53167,Square Root,1,32619221
53167,Square Root,1,32619286
53167,Square Root,1,32619318
53167,Square Root,1,32619324
53167,Proportion,0,33401989
53167,Proportion,1,33402120
53167,Proportion,1,33402139
53167,Proportion,1,33402161
53167,Proportion,0,33402196
53167,Proportion,0,33402253
53167,Finding Percents,0,33444439
53167,Divisibility Rules,1,33446607
53167,Estimation,0,33447687
53167,Square Root,0,33447687
53167,Estimation,0,33448120
53167,Square Root,0,33448120
53167,Estimation,0,33448432
53167,Square Root,0,33448432
53167,Scientific Notation,1,33448835
53167,Scientific Notation,1,33448904
53167,Scientific Notation,0,33448994
53167,Scientific Notation,1,33450022
53167,Scientific Notation,1,33450059
53167,Pythagorean Theorem,1,35128018
53167,Order of Operations All,0,35128203
53167,Order of Operations All,1,35128227
53167,Order of Operations All,1,35128243
53167,Order of Operations All,0,35128251
53167,Table,1,35128429
53167,Mode,1,35128429
53167,Table,1,35128448
53167,Mode,1,35128448
53167,Table,0,35128502
53167,Median,0,35128502
53167,Table,1,35128726
53167,Range,1,35128726
53167,Table,1,35128779
53167,Range,1,35128779
53167,Median,1,35128920
53167,Mean,0,35129136
53167,Equation Solving Two or Fewer Steps,0,35506517
53167,Equation Solving Two or Fewer Steps,0,35506651
53167,Equation Solving Two or Fewer Steps,0,35506668
53167,Equation Solving Two or Fewer Steps,1,35506688
53167,Equation Solving Two or Fewer Steps,0,35506697
53167,Equation Solving Two or Fewer Steps,1,35506783
53167,Equation Solving Two or Fewer Steps,1,35506790
53167,Equation Solving Two or Fewer Steps,0,35506795
53167,Equation Solving Two or Fewer Steps,0,35506810
53167,Equation Solving Two or Fewer Steps,1,35506814
53167,Equation Solving Two or Fewer Steps,1,35506817
53167,Equation Solving More Than Two Steps,1,35506845
53167,Equation Solving More Than Two Steps,1,35506856
53167,Equation Solving More Than Two Steps,1,35506888
53167,Equation Solving More Than Two Steps,1,35506916
53167,Equation Solving More Than Two Steps,0,35506931
53167,Equation Solving More Than Two Steps,0,35506945
53167,Equation Solving More Than Two Steps,1,35507020
53167,Equation Solving More Than Two Steps,0,35507045
53167,Equation Solving More Than Two Steps,1,35507051
53167,Equation Solving More Than Two Steps,1,35507087
53167,Equation Solving More Than Two Steps,1,35507105
53167,Equation Solving More Than Two Steps,1,35507113
53167,Scatter Plot,1,35507211
53167,Scatter Plot,0,35507230
53167,Scatter Plot,1,35507286
53167,Scatter Plot,1,35507293
53167,Scatter Plot,0,35507298
53167,Pattern Finding ,0,35507318
53167,Calculations with Similar Figures,0,35753870
53167,Calculations with Similar Figures,0,35754149
53167,Calculations with Similar Figures,1,35754416
53167,Calculations with Similar Figures,1,35754605
53167,Calculations with Similar Figures,1,35754772
53167,Calculations with Similar Figures,1,35754929
53167,Calculations with Similar Figures,1,35755017
53167,Proportion,1,35755540
54318,Equation Solving More Than Two Steps,0,28025073
54318,Equation Solving More Than Two Steps,1,28025106
54318,Equation Solving More Than Two Steps,1,28025109
54318,Equation Solving More Than Two Steps,1,28025112
54318,Equation Solving More Than Two Steps,1,28025127
54318,Equation Solving More Than Two Steps,0,28025188
54318,Equation Solving More Than Two Steps,1,28025202
54318,Equation Solving More Than Two Steps,1,28025206
54318,Equation Solving More Than Two Steps,1,28025216
54318,Equation Solving More Than Two Steps,1,28025226
54318,Equation Solving More Than Two Steps,1,28025272
54318,Equation Solving More Than Two Steps,1,28025291
54318,Equation Solving More Than Two Steps,0,28025300
54318,Equation Solving More Than Two Steps,1,28025304
54318,Equation Solving More Than Two Steps,1,28025307
54318,Equation Solving More Than Two Steps,1,28025310
54318,Equation Solving More Than Two Steps,1,28025320
54318,Equation Solving More Than Two Steps,0,28025338
54318,Equation Solving More Than Two Steps,1,28025343
54318,Equation Solving More Than Two Steps,1,28025348
54318,Equation Solving More Than Two Steps,1,28025354
54318,Equation Solving More Than Two Steps,1,28025365
54318,Equation Solving More Than Two Steps,1,28025379
58161,Equation Solving More Than Two Steps,0,34986426
58161,Equation Solving More Than Two Steps,0,34986765
58161,Equation Solving More Than Two Steps,0,34986790
58161,Equation Solving More Than Two Steps,0,34986816
58161,Equation Solving More Than Two Steps,1,34986851
58161,Equation Solving More Than Two Steps,0,34986882
58161,Equation Solving More Than Two Steps,0,34987023
58161,Equation Solving More Than Two Steps,1,34987327
58161,Equation Solving More Than Two Steps,1,34987406
58161,Equation Solving More Than Two Steps,1,34987496
64525,Addition and Subtraction Positive Decimals,0,21441630
64525,Addition and Subtraction Positive Decimals,1,21441970
64525,Addition and Subtraction Positive Decimals,0,21442097
64525,Addition and Subtraction Positive Decimals,1,21442513
64525,Addition and Subtraction Positive Decimals,1,21442851
64525,Addition and Subtraction Fractions,1,21443065
64525,Multiplication and Division Integers,1,21443359
64525,Addition and Subtraction Fractions,1,21443474
64525,Multiplication Fractions,1,21443626
64525,Addition and Subtraction Positive Decimals,1,21443836
64525,Addition Whole Numbers,1,21444055
64525,Addition and Subtraction Integers,1,21444248
64525,Multiplication and Division Integers,1,21444372
64525,Multiplication and Division Integers,1,21444531
64525,Addition and Subtraction Integers,1,21444708
64525,Addition and Subtraction Integers,1,21444811
64525,Rounding,1,21444947
64525,Congruence,1,21445084
64525,Multiplication and Division Integers,1,21445284
64525,Addition and Subtraction Positive Decimals,1,23711101
64525,Ordering Integers,1,24572676
64525,Ordering Positive Decimals,1,24572796
64525,Multiplication and Division Integers,1,24572923
64525,"Order of Operations +,-,/,* () positive reals",0,24573027
64525,"Order of Operations +,-,/,* () positive reals",1,24573357
64525,"Order of Operations +,-,/,* () positive reals",1,24573623
64525,"Order of Operations +,-,/,* () positive reals",1,24573754
64525,"Order of Operations +,-,/,* () positive reals",1,24573867
64525,Addition Whole Numbers,1,28177097
64525,Absolute Value,1,28177097
64525,Addition Whole Numbers,1,28177108
64525,Absolute Value,1,28177108
64525,Addition and Subtraction Positive Decimals,1,28177121
64525,Addition and Subtraction Fractions,1,28177166
64525,Addition and Subtraction Fractions,1,28177193
64525,Addition Whole Numbers,1,28177219
64525,Addition Whole Numbers,1,28177260
64525,Addition Whole Numbers,1,28177270
64525,Addition Whole Numbers,1,28177292
64525,Addition Whole Numbers,1,28177308
64525,Ordering Positive Decimals,1,28177332
64525,Conversion of Fraction Decimals Percents,1,28177370
64525,Conversion of Fraction Decimals Percents,0,28177390
64525,Conversion of Fraction Decimals Percents,1,28177422
64525,Conversion of Fraction Decimals Percents,1,28177432
64525,Conversion of Fraction Decimals Percents,1,28177452
64525,Conversion of Fraction Decimals Percents,1,28177470
64525,Conversion of Fraction Decimals Percents,1,28177500
64525,Conversion of Fraction Decimals Percents,1,28177527
64525,Unit Conversion Within a System,1,28177545
64525,Unit Rate,1,28177545
64525,Percent Of,1,28177591
64525,Multiplication and Division Positive Decimals,1,28177690
64525,Division Fractions,1,28177811
64525,Multiplication and Division Integers,1,28178046
64525,Multiplication and Division Integers,1,28178091
64525,Exponents,1,28178152
64525,Finding Percents,0,28178426
64525,Finding Percents,0,28178522
64525,Finding Percents,1,28178662
64525,Finding Percents,1,28178736
64525,Finding Percents,1,28178755
64525,Divisibility Rules,0,28178809
64525,Divisibility Rules,0,28178837
64525,Divisibility Rules,1,28178904
64525,Divisibility Rules,1,28178925
64525,Divisibility Rules,1,28178942
64525,Divisibility Rules,0,28178954
64525,Divisibility Rules,1,28178987
64525,Divisibility Rules,1,28179001
64525,Divisibility Rules,0,28179016
64525,Divisibility Rules,1,28179149
64525,Addition and Subtraction Integers,1,28179201
64525,Multiplication and Division Integers,1,28179254
64525,Multiplication and Division Integers,1,28179497
64525,Addition and Subtraction Integers,1,28179560
64525,Least Common Multiple,1,28179611
64525,Least Common Multiple,1,28179769
64525,Least Common Multiple,1,28179985
64525,Least Common Multiple,1,28180396
64525,Multiplication Fractions,1,28180506
64525,Multiplication Fractions,1,28180602
64525,Multiplication and Division Integers,1,28180762
64525,Ordering Positive Decimals,1,28180867
64525,Ordering Fractions,1,28180867
64525,Ordering Positive Decimals,1,28181047
64525,Ordering Positive Decimals,1,28181192
64525,Ordering Fractions,1,28181270
64525,Ordering Fractions,1,28181314
64525,Ordering Fractions,1,28181339
64525,Ordering Fractions,1,28181387
64525,Ordering Fractions,1,28181465
64525,Ordering Fractions,1,28181644
64525,Ordering Integers,1,28181696
64525,Ordering Integers,1,28181763
64525,Ordering Integers,1,28181931
64525,Ordering Real Numbers,1,28181931
64525,Square Root,1,28181931
64525,Ordering Integers,1,28182230
64525,Ordering Real Numbers,1,28182230
64525,Square Root,1,28182230
64525,Ordering Integers,0,28182274
64525,Ordering Real Numbers,0,28182274
64525,Square Root,0,28182274
64525,Ordering Integers,0,28182389
64525,Ordering Real Numbers,0,28182389
64525,Square Root,0,28182389
64525,Ordering Integers,1,28182455
64525,Ordering Real Numbers,1,28182455
64525,Square Root,1,28182455
64525,Ordering Integers,1,28182536
64525,Ordering Real Numbers,1,28182536
64525,Square Root,1,28182536
64525,Ordering Integers,0,28182565
64525,Ordering Real Numbers,0,28182565
64525,Square Root,0,28182565
64525,"Order of Operations +,-,/,* () positive reals",1,28182688
64525,"Order of Operations +,-,/,* () positive reals",1,28182775
64525,Order of Operations All,1,28182910
64525,Order of Operations All,1,28183310
64525,Square Root,1,28183566
64525,Square Root,0,28183696
64525,Square Root,1,28184044
64525,Square Root,1,28184082
64525,Square Root,1,28184119
64525,Square Root,1,28184335
64525,Square Root,1,28184366
64525,Percent Of,1,28184424
64525,Prime Number,1,28184673
64525,Proportion,1,28184927
64525,Proportion,1,28184974
64525,Proportion,1,28185035
64525,Proportion,1,28185088
64525,Rounding,1,28185183
64525,Scale Factor,1,28185300
64525,Scientific Notation,1,28185379
64525,Scientific Notation,1,28185407
64525,Scientific Notation,1,28185435
64525,Scientific Notation,1,28185461
64525,Scientific Notation,1,28185476
64525,Proportion,1,28185576
64525,Proportion,1,28185590
64525,Proportion,1,28185642
64525,Proportion,1,28185677
64525,Proportion,1,28185729
64525,Exponents,1,28185869
64525,Proportion,0,28185986
64525,Proportion,1,28186438
64525,Proportion,1,28186497
64525,Proportion,1,28186539
64525,Proportion,1,28186632
64525,Circle Graph,1,28186893
64525,Percent Of,1,28186893
64525,Percent Of,0,28186971
64525,Circle Graph,1,28187093
64525,Percent Of,1,28187093
64525,Finding Percents,0,28187151
64525,Finding Percents,1,28187752
64525,Finding Percents,1,28187806
64525,Finding Percents,1,28187858
64525,Square Root,1,28187951
64525,Estimation,1,28188209
64525,Square Root,1,28188209
64525,Estimation,1,28188292
64525,Square Root,1,28188292
64525,Estimation,1,28188345
64525,Square Root,1,28188345
64525,Estimation,0,28188393
64525,Square Root,0,28188393
64525,Estimation,1,28188552
64525,Square Root,1,28188552
64525,Estimation,1,28188576
64525,Square Root,1,28188576
64525,Estimation,1,28188592
64525,Square Root,1,28188592
64525,Estimation,1,28188609
64525,Square Root,1,28188609
64525,Estimation,1,28188641
64525,Square Root,1,28188641
64525,Addition and Subtraction Fractions,1,28188734
64525,Addition and Subtraction Integers,1,28189189
64525,Unit Rate,1,28189262
64525,Unit Rate,1,28189350
64525,Divisibility Rules,1,28229674
64525,Divisibility Rules,0,28229718
64525,Divisibility Rules,1,28230389
64525,Divisibility Rules,1,28230424
64525,Divisibility Rules,1,28230543
64525,Divisibility Rules,1,28230585
64525,Ordering Integers,1,28230770
64525,Ordering Real Numbers,1,28230770
64525,Square Root,1,28230770
64525,Ordering Integers,0,28230927
64525,Ordering Real Numbers,0,28230927
64525,Square Root,0,28230927
64525,Ordering Integers,0,28231182
64525,Ordering Real Numbers,0,28231182
64525,Square Root,0,28231182
64525,Ordering Integers,1,28231439
64525,Ordering Real Numbers,1,28231439
64525,Square Root,1,28231439
64525,Ordering Integers,1,28231546
64525,Ordering Real Numbers,1,28231546
64525,Square Root,1,28231546
64525,Ordering Integers,1,28231614
64525,Ordering Real Numbers,1,28231614
64525,Square Root,1,28231614
64525,Ordering Integers,1,28231717
64525,Ordering Real Numbers,1,28231717
64525,Square Root,1,28231717
64525,Ordering Integers,1,28231776
64525,Ordering Real Numbers,1,28231776
64525,Square Root,1,28231776
64525,Divisibility Rules,1,28386720
64525,Addition Whole Numbers,1,32281487
64525,Absolute Value,1,32281487
64525,Addition Whole Numbers,1,32281551
64525,Absolute Value,1,32281551
64525,Addition and Subtraction Integers,1,32281581
64525,Addition and Subtraction Positive Decimals,1,32281628
64525,Addition and Subtraction Fractions,1,32281839
64525,Addition and Subtraction Fractions,1,32282166
64525,Addition Whole Numbers,1,32282237
64525,Addition Whole Numbers,1,32282319
64525,Addition Whole Numbers,1,32282379
64525,Addition Whole Numbers,1,32282422
64525,Addition Whole Numbers,1,32282452
64525,Ordering Positive Decimals,1,32282494
64525,Conversion of Fraction Decimals Percents,1,32282560
64525,Conversion of Fraction Decimals Percents,1,32282575
64525,Conversion of Fraction Decimals Percents,1,32282611
64525,Conversion of Fraction Decimals Percents,1,32282667
64525,Conversion of Fraction Decimals Percents,1,32282719
64525,Conversion of Fraction Decimals Percents,0,32282774
64525,Conversion of Fraction Decimals Percents,1,32282854
64525,Conversion of Fraction Decimals Percents,1,32282886
64525,Conversion of Fraction Decimals Percents,1,32282909
64525,Unit Conversion Within a System,1,32282965
64525,Percent Of,1,32283023
64525,Multiplication and Division Positive Decimals,1,32283112
64525,Division Fractions,1,32283155
64525,Multiplication and Division Integers,1,32283210
64525,Multiplication and Division Integers,1,32283243
64525,Exponents,1,32283278
64525,Finding Percents,0,32283448
64525,Finding Percents,0,32283538
64525,Finding Percents,0,32283648
64525,Finding Percents,0,32283727
64525,Finding Percents,0,32283809
64525,Finding Percents,1,32283897
64525,Finding Percents,1,32283925
64525,Finding Percents,1,32283963
64525,Divisibility Rules,1,32284032
64525,Divisibility Rules,1,32284059
64525,Divisibility Rules,1,32284110
64525,Divisibility Rules,0,32284130
64525,Divisibility Rules,0,32284211
64525,Divisibility Rules,1,32284241
64525,Divisibility Rules,1,32284281
64525,Divisibility Rules,1,32284293
64525,Divisibility Rules,1,32284316
64525,Divisibility Rules,0,32284324
64525,Multiplication and Division Integers,1,32284499
64525,Multiplication and Division Integers,1,32284511
64525,Addition and Subtraction Integers,1,32284533
64525,Least Common Multiple,1,32284581
64525,Least Common Multiple,1,32284717
64525,Least Common Multiple,0,32284774
64525,Least Common Multiple,1,32284792
64525,Least Common Multiple,1,32284802
64525,Least Common Multiple,1,32284825
64525,Multiplication Fractions,1,32284858
64525,Multiplication Fractions,1,32284926
64525,Multiplication and Division Integers,1,32284971
64525,Ordering Positive Decimals,1,32284997
64525,Ordering Fractions,1,32284997
64525,Ordering Positive Decimals,1,32285085
64525,Ordering Positive Decimals,1,32285138
64525,Ordering Fractions,1,32285167
64525,Ordering Fractions,1,32285204
64525,Ordering Fractions,1,32285225
64525,Ordering Fractions,1,32285250
64525,Ordering Fractions,1,32285258
64525,Ordering Fractions,1,32285278
64525,Ordering Integers,1,32285305
64525,Ordering Integers,1,32285332
64525,Ordering Integers,1,32285361
64525,Ordering Real Numbers,1,32285361
64525,Square Root,1,32285361
64525,Ordering Integers,0,32285406
64525,Ordering Real Numbers,0,32285406
64525,Square Root,0,32285406
64525,Ordering Integers,0,32285451
64525,Ordering Real Numbers,0,32285451
64525,Square Root,0,32285451
64525,Ordering Integers,1,32285606
64525,Ordering Real Numbers,1,32285606
64525,Square Root,1,32285606
64525,Ordering Integers,1,32285677
64525,Ordering Real Numbers,1,32285677
64525,Square Root,1,32285677
64525,Ordering Integers,1,32285709
64525,Ordering Real Numbers,1,32285709
64525,Square Root,1,32285709
64525,Ordering Integers,0,32285723
64525,Ordering Real Numbers,0,32285723
64525,Square Root,0,32285723
64525,"Order of Operations +,-,/,* () positive reals",1,32285803
64525,"Order of Operations +,-,/,* () positive reals",1,32285873
64525,Order of Operations All,1,32285937
64525,Order of Operations All,1,32286018
64525,Square Root,1,32286109
64525,Square Root,0,32286143
64525,Square Root,1,32286201
64525,Square Root,0,32286216
64525,Square Root,1,32286296
64525,Square Root,0,32286329
64525,Square Root,1,32286391
64525,Square Root,1,32286420
64525,Square Root,1,32286429
64525,Square Root,1,32286449
64525,Percent Of,1,32286482
64525,Prime Number,0,32286535
64525,Prime Number,1,32286583
64525,Prime Number,0,32286607
64525,Prime Number,1,32286630
64525,Prime Number,1,32286651
64525,Prime Number,1,32286657
64525,Proportion,1,32286700
64525,Proportion,1,32286734
64525,Proportion,1,32286765
64525,Proportion,1,32286786
64525,Rounding,1,32286824
64525,Scale Factor,0,32286851
64525,Scale Factor,1,32286920
64525,Scale Factor,1,32286944
64525,Scale Factor,1,32286957
64525,Scientific Notation,1,32286987
