problem_id,turn_id,local_annotation_sec,global_annotation_sec,correct,uncertain,matched,transcript_index,start_sec,end_sec,student_text,alignment_gap_sec,student_id,condition,problem59_offset_sec,uncertain_label,correct_label,gap_band
58,19,588.595,588.595,True,False,True,18.0,577.235,581.724,"The velocities are the same, as long as he's holding on to his keys.",6.870999999999981,pslc02-c2,c2,1172.0,0,1,"(6.0, 10.0]"
58,20,601.536,601.536,False,False,True,19.0,596.277,597.198,No.,4.337999999999965,pslc02-c2,c2,1172.0,0,0,"(3.0, 6.0]"
58,21,635.509,635.509,True,False,True,20.0,629.78,631.243,They are the same.,4.265999999999963,pslc02-c2,c2,1172.0,0,1,"(3.0, 6.0]"
59,1,76.449,1248.449,True,False,True,21.0,1242.955,1246.069,His velocity is the same as his spectacles.,2.380000000000109,pslc02-c2,c2,1172.0,0,1,"(-0.001, 3.0]"
59,2,112.091,1284.091,False,False,True,22.0,1278.222,1279.725,Vertically down.,4.3659999999999854,pslc02-c2,c2,1172.0,0,0,"(3.0, 6.0]"
59,3,145.982,1317.982,True,False,True,23.0,1313.218,1314.711,Vertically down.,3.270999999999958,pslc02-c2,c2,1172.0,0,1,"(3.0, 6.0]"
59,4,161.396,1333.396,True,False,True,24.0,1328.32,1330.263,Yes. Down.,3.133000000000038,pslc02-c2,c2,1172.0,0,1,"(3.0, 6.0]"
59,5,184.119,1356.119,False,True,True,25.0,1349.535,1352.219,W equals M times S.,3.899999999999864,pslc02-c2,c2,1172.0,1,0,"(3.0, 6.0]"
59,6,202.989,1374.989,False,True,True,26.0,1368.018,1369.771,How much does the professor weigh?,5.218000000000075,pslc02-c2,c2,1172.0,1,0,"(3.0, 6.0]"
59,7,225.88,1397.88,False,False,True,27.0,1388.952,1391.436,W equals M times S.,6.444000000000187,pslc02-c2,c2,1172.0,0,0,"(6.0, 10.0]"
59,8,251.156,1423.156,False,False,True,28.0,1416.298,1419.763,All objects in free fall have the same acceleration.,3.393000000000029,pslc02-c2,c2,1172.0,0,0,"(3.0, 6.0]"
59,9,297.348,1469.348,False,False,True,29.0,1464.021,1465.463,Vertically down.,3.884999999999991,pslc02-c2,c2,1172.0,0,0,"(3.0, 6.0]"
59,10,320.025,1492.025,True,False,True,30.0,1486.933,1488.134,Straight down.,3.891000000000077,pslc02-c2,c2,1172.0,0,1,"(3.0, 6.0]"
59,11,338.431,1510.431,True,False,True,31.0,1505.483,1506.494,Straight down.,3.9370000000001255,pslc02-c2,c2,1172.0,0,1,"(3.0, 6.0]"
59,12,356.388,1528.388,True,False,True,32.0,1523.235,1524.807,Yes. Down.,3.580999999999904,pslc02-c2,c2,1172.0,0,1,"(3.0, 6.0]"
59,13,372.433,1544.433,True,False,True,33.0,1539.243,1542.027,Nine point eight meters per second squared.,2.405999999999949,pslc02-c2,c2,1172.0,0,1,"(-0.001, 3.0]"
59,14,401.467,1573.467,False,False,True,34.0,1567.058,1570.583,Nineteen point six meters per second squared.,2.8840000000000146,pslc02-c2,c2,1172.0,0,0,"(-0.001, 3.0]"
59,15,425.08,1597.08,True,False,True,35.0,1591.494,1595.129,Nine point eight meters per second.,1.9510000000000216,pslc02-c2,c2,1172.0,0,1,"(-0.001, 3.0]"
59,16,443.316,1615.316,True,False,True,36.0,1609.556,1613.352,Nineteen point six meters per second.,1.9639999999999416,pslc02-c2,c2,1172.0,0,1,"(-0.001, 3.0]"
59,17,457.363,1629.363,True,False,True,37.0,1624.538,1626.04,They are the same.,3.3230000000000928,pslc02-c2,c2,1172.0,0,1,"(3.0, 6.0]"
59,18,471.585,1643.585,False,True,True,38.0,1638.598,1639.519,No.,4.066000000000031,pslc02-c2,c2,1172.0,1,0,"(3.0, 6.0]"
59,19,492.909,1664.909,True,False,True,39.0,1659.769,1661.442,The displacement is the same.,3.4670000000000982,pslc02-c2,c2,1172.0,0,1,"(3.0, 6.0]"
58,2,197.23,197.23,False,True,True,0.0,187.057,188.89,"Uh, vertically up.",8.340000000000003,pslc03-c3,c3,1956.0,1,0,"(6.0, 10.0]"
58,3,240.571,240.571,False,True,True,1.0,228.181,229.292,It will pull him down.,11.278999999999996,pslc03-c3,c3,1956.0,1,0,"(10.0, 15.0]"
58,4,258.109,258.109,True,False,True,2.0,250.884,252.566,Yes. Down.,5.542999999999978,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]"
58,5,274.25,274.25,True,False,True,3.0,266.064,267.587,Nine point eight.,6.663000000000011,pslc03-c3,c3,1956.0,0,1,"(6.0, 10.0]"
58,6,295.51,295.51,True,False,True,4.0,287.419,289.072,Vertically down.,6.437999999999988,pslc03-c3,c3,1956.0,0,1,"(6.0, 10.0]"
58,7,321.017,321.017,True,False,True,5.0,313.399,315.512,It's pulling him down.,5.504999999999996,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]"
58,8,339.655,339.655,True,False,True,6.0,334.162,335.153,Down.,4.501999999999953,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]"
58,9,355.244,355.244,True,False,True,7.0,349.221,350.122,Down.,5.122000000000014,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]"
58,10,366.387,366.387,True,False,True,8.0,360.146,361.578,Nine point eight.,4.809000000000026,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]"
58,11,419.626,419.626,False,True,True,9.0,413.027,414.469,Eight point seven.,5.156999999999982,pslc03-c3,c3,1956.0,1,0,"(3.0, 6.0]"
58,12,443.494,443.494,True,False,True,10.0,437.455,438.777,Nine point eight.,4.717000000000041,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]"
58,14,481.616,481.616,True,False,True,12.0,474.903,476.055,They're the same.,5.560999999999979,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]"
58,15,497.469,497.469,False,True,True,13.0,491.313,492.074,No.,5.394999999999982,pslc03-c3,c3,1956.0,1,0,"(3.0, 6.0]"
58,16,516.514,516.514,True,False,True,14.0,510.647,511.559,They're the same.,4.954999999999984,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]"
59,1,77.53,2033.53,True,False,True,16.0,2027.378,2028.64,They're the same.,4.889999999999873,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]"
59,2,114.284,2070.284,False,False,True,17.0,2062.518,2063.671,Vertically down.,6.613000000000284,pslc03-c3,c3,1956.0,0,0,"(6.0, 10.0]"
59,3,148.919,2104.919,True,False,True,18.0,2097.251,2098.372,Down.,6.5470000000000255,pslc03-c3,c3,1956.0,0,1,"(6.0, 10.0]"
59,4,173.29,2129.29,True,False,True,19.0,2123.255,2124.146,Down.,5.143999999999778,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]"
59,5,185.457,2141.457,True,False,True,20.0,2134.003,2135.636,Nine point eight.,5.820999999999913,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]"
59,6,204.582,2160.582,True,False,True,23.0,2155.21,2157.463,Down. Vertically down.,3.118999999999687,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]"
59,7,231.503,2187.503,True,False,True,24.0,2180.65,2181.772,Down.,5.731000000000222,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]"
59,8,249.926,2205.926,True,False,True,25.0,2199.98,2201.14,Down.,4.786000000000058,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]"
59,9,264.7,2220.7,True,False,True,26.0,2215.219,2216.691,Vertically down.,4.009000000000015,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]"
59,10,275.137,2231.137,True,False,True,27.0,2226.049,2227.411,Nine point eight.,3.7260000000001128,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]"
59,11,313.771,2269.771,False,True,True,28.0,2261.548,2263.101,Nineteen point six. <nspn>,6.670000000000073,pslc03-c3,c3,1956.0,1,0,"(6.0, 10.0]"
59,12,339.096,2295.096,True,False,True,29.0,2288.501,2290.093,Nine point eight.,5.003000000000156,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]"
59,13,357.907,2313.907,True,False,True,30.0,2308.555,2310.468,Nineteen point six.,3.4390000000003056,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]"
59,14,377.953,2333.953,True,False,True,31.0,2327.69,2328.931,They're the same.,5.021999999999935,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]"
59,15,392.646,2348.646,False,True,True,32.0,2342.49,2343.361,No.,5.285000000000309,pslc03-c3,c3,1956.0,1,0,"(3.0, 6.0]"
59,16,412.94,2368.94,True,False,True,33.0,2363.179,2364.42,They're the same.,4.519999999999982,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]"
58,1,73.509,73.509,True,True,True,0.0,58.981,67.497,"Okay, I'm... looks+li... how does the velocity compare to that of his keys? I think it would be equal.",6.0120000000000005,pslc04-c1,c1,1536.0,1,1,"(6.0, 10.0]"
58,2,129.258,129.258,True,True,True,2.0,121.779,123.371,I believe that's it.,5.887000000000015,pslc04-c1,c1,1536.0,1,1,"(3.0, 6.0]"
58,3,176.42,176.42,True,True,True,3.0,170.018,171.46,Downward??,4.95999999999998,pslc04-c1,c1,1536.0,1,1,"(3.0, 6.0]"
58,4,211.199,211.199,True,False,True,4.0,201.311,206.568,Yes. The person has an acceleration and the acceleration would be down.,4.631,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]"
58,5,225.708,225.708,False,False,True,5.0,217.124,218.926,It would be his weight.,6.782000000000011,pslc04-c1,c1,1536.0,0,0,"(6.0, 10.0]"
58,7,300.256,300.256,False,True,True,7.0,276.034,294.734,"It's the weight plus the person's mass. Um, and you would take off, uh, you subtract. You would subtract any, um, wind or any air resistance.",5.521999999999991,pslc04-c1,c1,1536.0,1,0,"(3.0, 6.0]"
58,8,339.138,339.138,False,True,True,8.0,319.837,329.911,No. Weight is the mass of the object and G is the acceleration of gravity on that object.,9.226999999999975,pslc04-c1,c1,1536.0,1,0,"(6.0, 10.0]"
58,9,396.681,396.681,True,False,True,9.0,380.19,392.266,"<X>. The force would be gravity slash, uh, weight... or the key's weight, and uh, the force would be down.",4.414999999999964,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]"
58,10,414.862,414.862,True,True,True,10.0,408.855,409.897,Down.,4.965000000000032,pslc04-c1,c1,1536.0,1,1,"(3.0, 6.0]"
58,11,443.312,443.312,True,False,True,11.0,437.013,439.587,Yes. The acceleration would be down.,3.725000000000023,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]"
58,12,477.46,477.46,False,True,True,12.0,450.394,471.129,"G. Um, I'm not sure. I presume it would be the weight of the keys, uh, times their mass plus any... subtract any air resistance. But usually weight times, uh, mass.",6.33099999999996,pslc04-c1,c1,1536.0,1,0,"(6.0, 10.0]"
58,13,496.543,496.543,False,False,True,14.0,488.409,491.954,"Again, the mass of the keys times their weight.",4.588999999999999,pslc04-c1,c1,1536.0,0,0,"(3.0, 6.0]"
58,14,530.083,530.083,False,True,True,16.0,510.283,526.624,"Mass times weight, I believe. Or the mass times velocity?? No, I think it's mass times weight. I don't know if I'm defining it by its definition, but that the best answer I have.",3.4589999999999463,pslc04-c1,c1,1536.0,1,0,"(3.0, 6.0]"
58,15,621.459,621.459,True,True,True,19.0,611.318,615.928,"That would be nine point eight meters per second squared, right? I mean...",5.530999999999949,pslc04-c1,c1,1536.0,1,1,"(3.0, 6.0]"
58,16,645.649,645.649,True,False,True,21.0,639.221,641.344,Nine point eight meters per second.,4.30499999999995,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]"
58,17,670.548,670.548,True,True,True,23.0,664.154,668.395,Nineteen point six meters per second??,2.15300000000002,pslc04-c1,c1,1536.0,1,1,"(-0.001, 3.0]"
58,18,720.124,720.124,True,False,True,26.0,713.3,716.255,Twenty nine point four meters per second.,3.869000000000028,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]"
58,19,737.201,737.201,True,False,True,27.0,729.296,732.406,They... the velocities are equal.,4.795000000000073,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]"
58,20,762.574,762.574,False,True,True,28.0,746.861,757.083,"Um. That's the... the distance between... it's a straight line connecting two points. The shortest possible distance between them, I believe.",5.4909999999999854,pslc04-c1,c1,1536.0,1,0,"(3.0, 6.0]"
58,21,787.14,787.14,True,False,True,29.0,777.002,784.466,They would... it would be equal. The displacement of the keys and the man at any point in their fall would be the same. Equal.,2.673999999999978,pslc04-c1,c1,1536.0,0,1,"(-0.001, 3.0]"
59,2,112.655,1648.655,True,False,True,34.0,1642.584,1644.349,Gravity. Down.,4.30600000000004,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]"
59,3,131.635,1667.635,True,False,True,35.0,1661.924,1663.066,Down.,4.56899999999996,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]"
59,4,150.753,1686.753,True,False,True,36.0,1680.946,1682.728,Yes. Down.,4.024999999999864,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]"
59,5,168.934,1704.934,True,True,True,37.0,1695.088,1701.267,"Oh, gee. It was something like nine point eight meters per second squared??",3.666999999999916,pslc04-c1,c1,1536.0,1,1,"(3.0, 6.0]"
59,6,189.707,1725.707,True,False,True,38.0,1719.105,1721.178,Gravity. Down.,4.528999999999996,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]"
59,7,209.095,1745.095,True,False,True,39.0,1739.394,1741.678,Down. Downward.,3.4169999999999163,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]"
59,8,233.058,1769.058,False,False,True,40.0,1755.286,1759.082,"Yes, Uh, nine point eight meters per second squared.",9.975999999999884,pslc04-c1,c1,1536.0,0,0,"(6.0, 10.0]"
59,9,259.384,1795.384,False,True,True,41.0,1784.47,1789.459,"Uh, something about mass times gravity equals acceleration.",5.9249999999999545,pslc04-c1,c1,1536.0,1,0,"(3.0, 6.0]"
59,10,308.695,1844.695,True,False,True,42.0,1824.271,1841.337,Mmm. Let me think about this. Mass times acceleration. Net force is zer+not zero. Accelerat... no. It cannot be zero.,3.3579999999999472,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]"
59,11,319.829,1855.829,True,True,True,43.0,1849.787,1851.577,Downward. Down.,4.251999999999953,pslc04-c1,c1,1536.0,1,1,"(3.0, 6.0]"
59,12,332.851,1868.851,True,True,True,44.0,1862.821,1865.425,Nine point eight meters per second squared??,3.4260000000001583,pslc04-c1,c1,1536.0,1,1,"(3.0, 6.0]"
59,13,362.166,1898.166,True,False,True,45.0,1891.811,1894.064,Nine point eight meters.,4.101999999999862,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]"
59,14,386.362,1922.362,True,False,True,46.0,1916.259,1918.983,Nine point eight meters per second.,3.379000000000133,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]"
59,15,406.238,1942.238,True,False,True,47.0,1935.906,1939.587,Nineteen point six meters per second.,2.6510000000000677,pslc04-c1,c1,1536.0,0,1,"(-0.001, 3.0]"
59,16,421.548,1957.548,True,False,True,48.0,1951.966,1955.333,Their velocities are the same... would be the same.,2.214999999999918,pslc04-c1,c1,1536.0,0,1,"(-0.001, 3.0]"
59,17,440.737,1976.737,False,False,True,49.0,1966.899,1972.37,Displacement is the shortest distance between two points or a straight line.,4.367000000000189,pslc04-c1,c1,1536.0,0,0,"(3.0, 6.0]"
59,18,465.606,2001.606,True,False,True,50.0,1991.562,1997.376,The displacement of the professor to his spectacles at every point in time during the fall would be equal.,4.230000000000018,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]"
58,1,56.221,56.221,True,False,True,0.0,49.945,51.107,It is the same.,5.113999999999997,pslc05-c2,c2,1304.0,0,1,"(3.0, 6.0]"
58,2,92.39,92.39,True,True,True,1.0,85.39099999999999,89.825,Vertically down?? Gravity??,2.5649999999999977,pslc05-c2,c2,1304.0,1,1,"(-0.001, 3.0]"
58,3,127.72,127.72,True,True,True,2.0,120.917,121.908,Down.,5.811999999999998,pslc05-c2,c2,1304.0,1,1,"(3.0, 6.0]"
58,4,144.397,144.397,True,False,True,3.0,137.613,139.365,Yes. Down.,5.031999999999982,pslc05-c2,c2,1304.0,0,1,"(3.0, 6.0]"
58,5,161.538,161.538,True,True,True,4.0,153.298,156.893,Nine point eight meters per second squared.,4.64500000000001,pslc05-c2,c2,1304.0,1,1,"(3.0, 6.0]"
58,6,183.022,183.022,True,False,True,5.0,174.94299999999998,177.516,Straight down. Gravity.,5.506,pslc05-c2,c2,1304.0,0,1,"(3.0, 6.0]"
58,7,201.212,201.212,True,False,True,6.0,195.187,195.938,Down.,5.274000000000001,pslc05-c2,c2,1304.0,0,1,"(3.0, 6.0]"
58,8,216.865,216.865,True,False,True,7.0,210.089,211.691,Yes. Down.,5.174000000000007,pslc05-c2,c2,1304.0,0,1,"(3.0, 6.0]"
58,9,230.567,230.567,True,False,True,8.0,222.52,226.085,Nine point eight meters per second squared.,4.481999999999999,pslc05-c2,c2,1304.0,0,1,"(3.0, 6.0]"
58,10,261.77,261.77,True,True,True,9.0,254.531,255.923,Nine point eight??,5.84699999999998,pslc05-c2,c2,1304.0,1,1,"(3.0, 6.0]"
58,11,287.813,287.813,True,False,True,10.0,279.971,283.496,Nine point eight meters per second.,4.317000000000007,pslc05-c2,c2,1304.0,0,1,"(3.0, 6.0]"
58,12,321.522,321.522,True,False,True,12.0,312.588,316.214,Nineteen... nineteen point six meters per second.,5.307999999999993,pslc05-c2,c2,1304.0,0,1,"(3.0, 6.0]"
58,13,344.523,344.523,False,True,True,13.0,334.433,339.376,"Um, they get added together by nine point eight.",5.147000000000048,pslc05-c2,c2,1304.0,1,0,"(3.0, 6.0]"
58,14,382.51,382.51,True,False,True,14.0,375.777,376.959,Yes.,5.550999999999988,pslc05-c2,c2,1304.0,0,1,"(3.0, 6.0]"
58,15,403.131,403.131,True,False,True,15.0,397.06,398.251,It's the same.,4.879999999999996,pslc05-c2,c2,1304.0,0,1,"(3.0, 6.0]"
59,1,76.785,1380.785,True,False,True,16.0,1374.594,1375.696,It's the same.,5.089000000000169,pslc05-c2,c2,1304.0,0,1,"(3.0, 6.0]"
59,2,113.388,1417.388,True,False,True,17.0,1410.37,1412.543,Straight down. Gravity.,4.845000000000027,pslc05-c2,c2,1304.0,0,1,"(3.0, 6.0]"
59,3,132.713,1436.713,True,False,True,18.0,1430.995,1432.016,Down.,4.696999999999889,pslc05-c2,c2,1304.0,0,1,"(3.0, 6.0]"
59,4,148.886,1452.886,True,False,True,19.0,1446.808,1448.701,Yes. Down.,4.184999999999945,pslc05-c2,c2,1304.0,0,1,"(3.0, 6.0]"
59,5,163.972,1467.972,True,False,True,20.0,1460.582,1464.287,Nine point eight meters per second squared.,3.6849999999999454,pslc05-c2,c2,1304.0,0,1,"(3.0, 6.0]"
59,6,186.057,1490.057,True,False,True,21.0,1482.911,1485.244,Straight down. Gravity.,4.813000000000102,pslc05-c2,c2,1304.0,0,1,"(3.0, 6.0]"
59,7,206.204,1510.204,True,False,True,22.0,1504.405,1505.537,Down.,4.666999999999916,pslc05-c2,c2,1304.0,0,1,"(3.0, 6.0]"
59,8,222.674,1526.674,True,False,True,23.0,1520.798,1523.372,Yes. Down.,3.3019999999999072,pslc05-c2,c2,1304.0,0,1,"(3.0, 6.0]"
59,9,236.817,1540.817,True,False,True,24.0,1534.392,1538.067,Nine point eight meters per second squared.,2.75,pslc05-c2,c2,1304.0,0,1,"(-0.001, 3.0]"
59,10,267.394,1571.394,True,False,True,25.0,1564.231,1567.534,Nine point eight meters per second.,3.8599999999999,pslc05-c2,c2,1304.0,0,1,"(3.0, 6.0]"
59,11,291.821,1595.821,True,False,True,26.0,1589.834,1593.088,Nine point eight meters per second.,2.7329999999999472,pslc05-c2,c2,1304.0,0,1,"(-0.001, 3.0]"
